Lineups,TEAM,GP,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,PACE,PIE
T. McConnell - M. Turner - B. Hield - A. Nesmith - C. Duarte,IND,6,51,113.9,132.7,-18.8,62.2,1.75,19.4,18.6,59.2,40.2,0.1,60.1,63.6,99.37,46.4
A. Burks - B. Bogdanovic - I. Stewart - J. Ivey - J. Duren,DET,6,50,100.9,113.1,-12.1,57.5,1.44,16.3,19.6,76,46.2,0.1,51.6,54,103.44,40.9
L. James - R. Westbrook - A. Davis - L. Walker IV - A. Reaves,LAL,15,50,123,120.4,2.7,64.2,2.43,21.4,29.3,69.2,51.6,0.1,61.8,65.4,108.23,53.3
P. Siakam - F. VanVleet - O. Anunoby - G. Trent Jr. - P. Achiuwa,TOR,13,50,133,87.6,45.4,66.7,3.78,22.4,32.7,79.5,54.8,0.1,63.8,64.9,96.68,70.5
B. Bogdanovic - T. Young - O. Okongwu - S. Bey - J. Johnson,ATL,9,49,136.8,79.6,57.2,60.8,3.44,19.9,25,72.7,53.6,0.1,64.7,70.3,111.03,79.1
J. Valanciunas - C. McCollum - J. Richardson - B. Ingram - H. Jones,NOP,8,49,102.9,114.3,-11.4,60.5,1.73,18.4,22.9,81.4,50.5,0.1,52.7,54.8,102.32,45
K. Anderson - D. Russell - K. Towns - A. Edwards - J. McDaniels,MIN,11,49,126.4,126.6,-0.2,70.6,2,24,21.1,65.1,44.4,0.2,66.9,69.7,104.84,49.5
K. Irving - R. Bullock - T. Hardaway Jr. - M. Kleber - L. Doncic,DAL,7,49,114.3,117,-2.7,56.1,2.3,18.1,13.3,78.9,43.4,0.1,57.6,61.4,96.88,42.8
P. George - K. Leonard - I. Zubac - L. Kennard - T. Mann,LAC,3,49,115,105,10,54.5,2.4,18.6,11.4,78.7,46.2,0.1,60,61.9,98.19,53
T. McConnell - O. Brissett - A. Nesmith - I. Jackson - B. Mathurin,IND,14,49,109.2,101,8.2,61,1.47,16.2,38.5,69.5,55,0.2,53.3,58.2,104.77,61.3
A. Horford - J. Brown - M. Brogdon - J. Tatum - D. White,BOS,16,48,109.2,107.2,2,51.2,1.83,16.2,11.1,76.6,44.6,0.1,57.6,61.3,110.81,48.4
B. Bogdanovic - D. Murray - O. Okongwu - S. Bey - J. Johnson,ATL,9,48,107.7,112.3,-4.6,47.6,1.18,14.8,25.5,81.6,50.6,0.2,58,59.3,103.99,42.2
B. Lopez - J. Holiday - B. Portis - G. Allen - J. Carter,MIL,11,48,96.1,93.4,2.7,53.7,1.47,16.5,17.4,81.1,51.5,0.1,52.9,54.7,105.27,54.5
C. Capela - D. Murray - T. Young - D. Hunter - S. Bey,ATL,6,48,118.3,123.9,-5.6,54.2,1.53,16.5,36,89.2,58.6,0.1,56.3,61.8,113.83,46
D. Booker - C. Payne - D. Lee - M. Bridges - D. Ayton,PHX,10,48,125.8,112.9,12.9,64.6,2.21,21.5,37.8,58.5,47.7,0.1,59.9,61.9,94.87,57.9
D. Lillard - J. Grant - C. Reddish - M. Thybulle - T. Watford,POR,7,48,106.9,111,-4.1,68.6,1.71,17.6,23.4,63.2,41.2,0.1,51.9,58.7,101.19,46.2
J. Green - J. Murray - B. Brown - Z. Nnaji - C. Braun,DEN,6,48,105.1,114,-8.9,57.1,1.67,15.6,24.4,77.1,51.6,0.1,53.9,58.6,99.14,44.5
K. Lowry - J. Butler - V. Oladipo - B. Adebayo - T. Herro,MIA,10,48,122.7,118.9,3.7,52.3,4.6,16.5,39.2,61,48.9,0.1,52.2,56.8,96.36,52
V. Oladipo - B. Adebayo - G. Vincent - M. Strus - T. Herro,MIA,7,48,119.8,105,14.8,62.8,1.93,19.4,24.4,73.5,50,0.1,59.6,62.6,99.84,58.3
B. Adebayo - C. Martin - D. Robinson - G. Vincent - M. Strus,MIA,7,47,107.4,96.8,10.6,73,1.93,19.9,31.3,71.2,52,0.1,50.6,55.2,95.76,56.9
B. Bogdanovic - S. Bey - I. Stewart - J. Ivey - J. Duren,DET,7,47,93.1,134,-40.9,57.9,0.92,15.6,38.6,62.8,50.6,0.2,50.6,54,102.31,33.5
C. LeVert - J. Allen - D. Garland - L. Stevens - E. Mobley,CLE,6,47,119.6,107.3,12.3,57.5,2.3,17.6,25,79.1,51.7,0.1,54.2,60,98.55,56.1
J. Grant - J. Winslow - J. Hart - A. Simons - D. Eubanks,POR,10,47,105,104.9,0.1,80.6,2.23,20.3,26.4,72.5,46.2,0.1,50.6,54.8,103.11,50.5
J. Poeltl - P. Siakam - F. VanVleet - P. Achiuwa - S. Barnes,TOR,3,47,135.8,108.2,27.6,68,2.83,24.1,34.3,69.8,53.8,0.1,67.3,68.5,98.41,64.3
K. Durant - K. Irving - J. Harris - R. O'Neale - B. Simmons,BKN,9,47,120.8,111.9,8.8,62.2,1.12,20.4,10.3,58.9,42.4,0.2,73.3,76.2,110.24,53.6
M. Conley - K. Olynyk - J. Clarkson - M. Beasley - L. Markkanen,UTA,16,47,131.4,134.7,-3.2,79.2,3.8,24.4,27.7,61.3,41,0.1,64.5,67.5,104.62,46.8
R. Bullock - S. Dinwiddie - D. Finney-Smith - M. Kleber - L. Doncic,DAL,12,47,94.1,125.8,-31.7,50,1.07,12.7,22.4,73.5,43.4,0.1,49.3,54.3,99.7,31.2
A. Horford - M. Smart - M. Brogdon - J. Tatum - G. Williams,BOS,12,46,121.1,105.4,15.7,69.2,5.4,21.4,22.7,80.4,52.2,0.1,56,59.9,95.55,57.9
B. Beal - D. Wright - K. Kuzma - D. Gafford - D. Avdija,WAS,6,46,98.9,117.8,-18.9,45.7,1.23,12.8,37.7,70.9,54.6,0.1,43.5,47.6,94.24,42.7
B. Bogdanovic - T. Young - O. Okongwu - J. Johnson - A. Griffin,ATL,10,46,112.8,101.8,11,65.9,2.64,18,38.1,67.3,51.3,0.1,47.6,53.1,112.65,54
H. Barnes - D. Sabonis - D. Fox - K. Huerter - D. Mitchell,SAC,14,46,106.5,128.4,-21.9,41.2,1.17,12.1,24.4,74.4,48.8,0.1,52.1,58.6,98.35,37.9
H. Barnes - D. Sabonis - D. Fox - K. Huerter - T. Davis,SAC,8,46,124.7,101,23.7,52.3,2.09,17.2,31.1,84.8,58.2,0.1,59.1,62.8,101.24,57.8
H. Barnes - R. Holmes - D. Fox - K. Huerter - K. Murray,SAC,6,46,123.7,108.4,15.2,57.1,2.18,19,22.5,69.4,48.3,0.1,60,64.4,97.7,54.3
K. Love - C. Osman - C. LeVert - D. Mitchell - J. Allen,CLE,17,46,125.3,117.7,7.5,59.1,2.6,19.5,21.1,72.1,48.1,0.1,63.9,66.3,101.34,54.4
S. Adams - D. Brooks - J. Morant - Z. Williams - S. Aldama,MEM,10,46,119.8,139.8,-20,59.1,1.73,19.5,25.6,78.9,50.6,0.2,62.2,63.3,102.22,39.7
A. Horford - J. Tatum - D. White - R. Williams III - S. Hauser,BOS,3,45,123.3,90.2,33.1,64.1,1.67,19.2,34.9,82,60.2,0.2,57.4,61.8,97.96,66.2
B. Bogdanovic - D. Murray - O. Okongwu - S. Bey - A. Griffin,ATL,5,45,125.6,114.1,11.4,45.2,3.17,14.8,38,70.7,52.7,0.1,50.5,55.6,97.13,51
D. Green - A. Wiggins - D. DiVincenzo - J. Poole - A. Lamb,GSW,10,45,106.1,102,4.1,78.8,1.86,19.3,20,77.8,50,0.1,53.1,57.1,105.98,54.4
E. Gordon - J. Green - K. Martin Jr. - A. Sengun - T. Eason,HOU,6,45,121.4,102,19.4,65.9,2.64,20,27.7,84.4,55.4,0.1,59.8,62.2,110.31,63
G. Hayward - D. Smith Jr. - P. Washington - L. Ball - M. Williams,CHA,6,45,98,94.1,3.9,40.5,0.88,11.6,25.9,67.2,47.8,0.2,46.5,50.7,107.14,51.1
G. Hayward - M. Plumlee - K. Oubre Jr. - P. Washington - L. Ball,CHA,4,45,101,116.3,-15.4,64.3,2.08,18.8,25.5,79.1,50,0.1,50,52.7,110.88,44.3
G. Hayward - M. Plumlee - T. Rozier - P. Washington - J. McDaniels,CHA,9,45,114.7,105.9,8.8,53.5,1.53,16.9,25,74,51.1,0.1,56.4,61.1,107.62,56.4
J. Holiday - D. Murray - A. Holiday - O. Okongwu - J. Johnson,ATL,10,45,123.5,100,23.5,62.8,3.86,21.4,30.4,73.5,48.8,0.1,55.6,57.3,91.99,59.3
J. Richardson - L. Nance Jr. - B. Ingram - H. Jones - D. Daniels,NOP,12,45,116.5,90.1,26.4,76.5,1.63,20.8,37.8,70.6,56.8,0.2,57.9,62.5,93.71,65.9
M. Plumlee - T. Rozier - D. Smith Jr. - P. Washington - J. McDaniels,CHA,12,45,108,112.1,-4.1,65,2.36,18.7,26.5,76.3,48.3,0.1,54.6,56.4,106.54,46
N. Vucevic - Z. LaVine - D. Jones Jr. - A. Caruso - C. White,CHI,11,45,116.8,119.2,-2.3,51.4,1.46,15.4,23.7,70.6,50.6,0.1,55.5,62.8,102.36,51.9
Z. Collins - K. Bates-Diop - K. Johnson - M. Branham - J. Sochan,SAS,7,45,108.3,98,10.3,70,2.55,20.3,27.5,65.3,46,0.1,50.6,54,104.46,53.2
A. Davis - D. Russell - T. Brown Jr. - J. Vanderbilt - A. Reaves,LAL,11,44,115.5,120,-4.5,57.1,1.67,15.5,30,61.9,46.3,0.1,54.9,62.3,103.84,51.3
B. Bogdanovic - D. Murray - T. Young - D. Hunter - O. Okongwu,ATL,12,44,105.4,112,-6.5,56.3,1.8,14.5,25.5,63.3,43.3,0.1,45.3,51.4,100.76,43.3
B. Bogdanovic - M. Bagley III - K. Hayes - I. Livers - J. Ivey,DET,4,44,118,125.8,-7.9,47.7,1.5,17.4,27.5,72.2,48.7,0.2,58.5,60.5,96.91,41.2
D. DeRozan - N. Vucevic - C. White - P. Williams - A. Dosunmu,CHI,26,44,97,98,-1,47.5,2.38,14.6,20.4,80,48.9,0.1,48.3,51.3,108.53,47.5
K. Love - C. LeVert - D. Mitchell - J. Allen - I. Okoro,CLE,17,44,94.6,93.4,1.2,50,1.14,13.1,27.1,76,52,0.2,48.1,51,100.19,50.2
T. Ross - M. Wagner - C. Anthony - F. Wagner - J. Suggs,ORL,6,44,117.9,111.5,6.4,59.5,2.44,17.1,25.5,68.6,48,0.1,54.4,59.3,103.62,53.6
A. Horford - M. Smart - J. Tatum - D. White - R. Williams III,BOS,6,43,122.1,121.1,1,65.8,2.27,20.3,29.3,76.7,53.6,0.1,58.3,61.4,98.31,50.1
B. Bogdanovic - D. Murray - J. Collins - D. Hunter - O. Okongwu,ATL,13,43,98,118.4,-20.4,48.5,1.33,13.1,17,66.7,41.3,0.1,48.1,54.8,108.74,39.3
B. Griffin - M. Smart - J. Brown - J. Tatum - G. Williams,BOS,4,43,107.2,94.7,12.5,31.6,0.92,10,22.4,81.3,51.5,0.1,51.2,55.4,106.41,54.5
E. Gordon - K. Porter Jr. - J. Green - K. Martin Jr. - J. Smith Jr.,HOU,13,43,88,105.1,-17,48.4,1.07,12.6,26,63.8,44.3,0.2,46.8,48.7,106.89,30.8
J. Butler - J. Robinson-Earl - T. Mann - O. Sarr - O. Dieng,OKC,3,43,100,97.8,2.2,65.7,2.09,19.2,11.6,74.5,45.7,0.1,52.6,55.7,100.62,53.1
J. Poeltl - P. Siakam - F. VanVleet - O. Anunoby - G. Trent Jr.,TOR,11,43,110.8,118.1,-7.3,65,1.63,20,29.3,67.6,46.7,0.2,56.3,59.2,103.39,42.8
K. Love - C. LeVert - D. Mitchell - J. Allen - L. Stevens,CLE,9,43,92.3,111.2,-18.9,45.7,1.07,13.7,22.2,74.4,46.4,0.2,50.6,51,99.74,40
K. Thompson - D. Green - D. DiVincenzo - J. Poole - A. Lamb,GSW,9,43,110.4,99,11.4,73.8,1.94,20.3,34.8,75.9,57,0.2,58.1,61.7,114.34,57
T. Lyles - D. Sabonis - M. Monk - D. Mitchell - K. Murray,SAC,20,43,114.3,105.2,9.1,73.5,2.08,20,23.1,67.3,47.7,0.1,55.5,60.6,103.55,54.2
T. Lyles - D. Sabonis - M. Monk - T. Davis - D. Mitchell,SAC,15,43,96.8,101.1,-4.3,61.8,1.62,17.6,15,70.2,44.8,0.1,51.4,55.5,103.59,48.8
B. Beal - K. Porzingis - K. Kuzma - D. Avdija - C. Kispert,WAS,6,42,117.6,114,3.6,66.7,2.33,21.4,28.6,68.6,50.5,0.1,57.7,60.2,104.89,53.4
B. Bogdanovic - D. Murray - J. Collins - O. Okongwu - A. Griffin,ATL,13,42,142.7,108.4,34.2,47.9,3.83,20.2,29,76.6,57.7,0.1,70.1,71.5,95.36,63.2
C. Osman - D. Mitchell - J. Allen - D. Garland - E. Mobley,CLE,14,42,118.9,91.8,27.1,60,1.91,17.1,34.2,70.3,52,0.1,56.4,62.6,99.89,68.2
C. Paul - B. Biyombo - D. Booker - T. Craig - J. Okogie,PHX,5,42,116.7,132.5,-15.9,70.6,1.6,19.7,36.8,72.2,54.1,0.2,56.5,60.9,95.42,44.9
C. Zeller - V. Oladipo - C. Martin - M. Strus - T. Herro,MIA,8,42,89.9,106.6,-16.7,64,1.07,13.6,25,71.1,46.4,0.2,41.3,47.5,101.93,33.7
D. Mitchell - J. Allen - D. Garland - D. Wade - E. Mobley,CLE,8,42,128.2,110.8,17.4,52.4,2.75,18.8,26.3,60.5,44.4,0.1,59.4,62.9,95.82,57.2
K. Porter Jr. - G. Mathews - J. Green - A. Sengun - J. Smith Jr.,HOU,10,42,104.7,125.8,-21.2,64.5,1.11,17.2,24.4,69.6,48.3,0.2,54.2,57.7,100,39
L. James - P. Beverley - A. Davis - T. Brown Jr. - L. Walker IV,LAL,5,42,119.1,143,-23.9,52.4,5.5,18.2,22.7,73.9,48.9,0,52.3,56.2,99.06,44.9
L. James - R. Westbrook - P. Beverley - A. Davis - L. Walker IV,LAL,8,42,86.2,93.8,-7.6,51.7,1.67,12.9,13.5,75,41.7,0.1,40,45.8,108.28,41.6
R. Bullock - S. Dinwiddie - C. Wood - M. Kleber - J. Green,DAL,8,42,90.9,98.9,-8,66.7,1.13,15.7,20.9,65.3,44.6,0.2,44.3,50.5,101.8,41.2
T. Young - P. Siakam - F. VanVleet - C. Boucher - G. Trent Jr.,TOR,12,42,118.9,104.3,14.7,54.1,2.5,15,33.3,77.5,52.1,0.1,50.6,55.9,107.72,52.4
W. Barton - J. Poeltl - P. Siakam - F. VanVleet - O. Anunoby,TOR,6,42,106.9,94.3,12.6,58.3,2.63,16.8,32.1,84.2,53.8,0.1,47.1,49.2,99.84,49.5
A. Burks - C. Joseph - H. Diallo - K. Knox II - J. Duren,DET,5,41,127.4,106.1,21.3,37.5,1.5,12.7,45.2,57.6,50.7,0.1,58.2,60.6,96.35,57
C. Paul - D. Saric - T. Craig - M. Bridges - D. Ayton,PHX,6,41,102.3,138.8,-36.5,72.2,2.17,21.1,25.6,80,47.9,0.1,50.6,53,99.21,35.9
D. Lillard - J. Grant - J. Hart - D. Eubanks - S. Sharpe,POR,16,41,152.8,114,38.9,46.9,2.56,19,32.1,76.3,57.6,0.1,75,77.8,102.55,64.7
D. Sabonis - M. Monk - T. Davis - D. Mitchell - K. Murray,SAC,17,41,109.6,112.6,-3.1,84.8,1.75,21.4,22.5,76.9,49.4,0.2,57.5,63,109.52,46.3
G. Dragic - A. Drummond - Z. LaVine - A. Caruso - J. Green,CHI,9,41,91.3,106.6,-15.3,70,1.5,16.8,29.8,75,50.6,0.2,44,50.1,107.21,46.5
K. Lowry - J. Butler - V. Oladipo - T. Herro - O. Robinson,MIA,8,41,126.5,95.1,31.4,68.6,2.18,19,46.3,81.3,61.6,0.1,54.7,60.7,96.95,63.3
K. Olynyk - J. Clarkson - L. Markkanen - T. Horton-Tucker - W. Kessler,UTA,7,41,118.4,100,18.4,73,1.59,21.6,32.4,69.8,55.2,0.2,60.6,64.9,102.5,64.3
K. Olynyk - J. Clarkson - T. Horton-Tucker - O. Agbaji - W. Kessler,UTA,6,41,96.7,108.9,-12.2,63.3,0.95,16.1,22,74,50.5,0.2,51.4,55.6,105.3,46.4
K. Thompson - D. Green - A. Wiggins - K. Looney - J. Poole,GSW,7,41,114.1,103.4,10.7,78.9,2.73,23.6,26.7,78.6,51.7,0.1,54.9,56.8,101.73,52.7
R. Westbrook - E. Gordon - M. Morris Sr. - K. Leonard - I. Zubac,LAC,4,41,107.1,128.4,-21.4,67.6,2.09,19.8,22,75.6,48.8,0.1,51.4,55.3,101.2,41.6
S. Curry - K. Thompson - D. Green - J. Poole - J. Kuminga,GSW,12,41,98.9,130.4,-31.5,75,1.8,20.9,22.5,61,42,0.2,55.4,57.7,109.61,42.2
T. Hardaway Jr. - S. Dinwiddie - D. Powell - C. Wood - L. Doncic,DAL,6,41,138.6,110.8,27.7,55.3,1.75,18.1,36.4,75.6,59,0.1,66.2,70.4,97.23,64.9
B. Beal - K. Kuzma - M. Morris - D. Gafford - C. Kispert,WAS,8,40,132.9,140.5,-7.6,51.2,2.63,18.1,36.1,69,50.8,0.1,59.9,63.6,95.81,47.2
B. Bogdanovic - D. Murray - J. Collins - T. Young - D. Hunter,ATL,13,40,117.8,115.1,2.8,66.7,3.33,21.3,22.2,59.5,40.2,0.1,56.9,60.7,116.17,53.4
B. Hield - T. Haliburton - J. Smith - I. Jackson - B. Mathurin,IND,11,40,132.1,133.3,-1.2,81.1,2.31,22.1,54.5,64.1,59,0.2,59,62.4,103.14,48.6
D. Lillard - J. Nurkic - A. Simons - M. Thybulle - T. Watford,POR,3,40,109.5,111.5,-2,63.6,2.33,17.8,26.9,82.9,49.4,0.1,48.8,51.9,101.96,42.9
G. Hayward - T. Rozier - D. Smith Jr. - N. Richards - J. Thor,CHA,12,40,101.1,119.8,-18.7,48.6,1.55,14.8,22,69.4,44.2,0.1,52.1,55.9,105.78,47.3
I. Hartenstein - J. Brunson - R. Barrett - O. Toppin - I. Quickley,NYK,20,40,113.6,86.9,26.7,59.5,1.83,17.7,31.8,78.7,56,0.1,53.8,57,101.95,63.1
K. Porzingis - M. Morris - D. Gafford - D. Avdija - C. Kispert,WAS,8,40,113.3,141.7,-28.4,65.8,2.5,21.6,22.2,68.6,45.1,0.1,56.8,59.6,99,40.9
M. Fultz - W. Carter Jr. - C. Anthony - J. Suggs - P. Banchero,ORL,14,40,128,122.6,5.4,63.2,2,19.8,46.9,73,60.9,0.1,60.1,63.9,99.44,53
T. Hardaway Jr. - C. Wood - D. Finney-Smith - M. Kleber - L. Doncic,DAL,11,40,105,107.1,-2.1,48.4,1.67,14.6,21.1,79.1,51.9,0.1,53,56.5,99.09,48.3
