Lineups,TEAM,GP,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,PACE,PIE
T. Prince - J. Allen - C. Sexton - D. Garland - I. Okoro,CLE,5,47,102.1,94.8,7.3,58.3,1.24,15.9,36.6,76.7,60.4,0.2,50.7,55.5,97.57,59.6
T. Ross - K. Birch - A. Gordon - G. Clark - J. Bone,ORL,5,47,89.1,110.8,-21.7,44.1,1.07,11.5,28.6,68.1,46.6,0.1,42.9,47.1,102.82,36.9
B. Lopez - G. Antetokounmpo - P. Connaughton - B. Forbes - D. DiVincenzo,MIL,18,46,127.3,114.9,12.4,67.3,2.54,23.1,25,76,52.1,0.1,62.6,64.3,104.6,55.3
C. Anthony - R. Covington - R. Hood - A. Simons - N. Little,POR,7,46,131.8,118.6,13.2,55.3,2.63,18.9,13.9,58.3,39.3,0.1,63.7,68.1,90.2,55.4
D. McDermott - D. Sabonis - C. LeVert - E. Sumner - O. Brissett,IND,4,46,115,99.1,15.9,72,2,22.9,17.8,70.5,48.1,0.2,57.5,62.5,118.66,61.5
G. Hayward - B. Biyombo - T. Rozier - P. Washington - L. Ball,CHA,15,46,105.2,108,-2.8,68.4,1.37,18.8,31.4,78.6,52.7,0.2,53.4,55.3,103.08,43.8
J. Green - I. Hartenstein - P. Dozier - M. Morris - F. Campazzo,DEN,6,46,117.9,88.5,29.4,53.5,1.53,16.4,43.1,69.4,56,0.2,55.5,57.4,98.89,67.5
J. Lamb - D. McDermott - T. McConnell - A. Holiday - G. Bitadze,IND,7,46,95.1,121.4,-26.2,58.5,1.71,17.3,24,59.3,43.1,0.1,49.4,51.9,107.84,41.2
J. Redick - E. Bledsoe - J. Hart - Z. Williamson - J. Hayes,NOP,10,46,113.5,107.8,5.6,57.1,1.85,16.9,31.3,83.7,56,0.1,53,57.8,107.6,53.6
J. Redick - S. Adams - B. Ingram - L. Ball - J. Hart,NOP,13,46,118.9,98.9,20,52.3,1.44,17.8,32.4,71.4,55.9,0.2,62.7,65.7,97.41,60.9
L. James - A. Davis - A. Drummond - D. Schroder - K. Caldwell-Pope,LAL,3,46,118.4,115.3,3.1,68.9,2.58,21.5,34.1,73.3,53.9,0.1,55.1,58.8,102.86,53.5
W. Ellington - C. Joseph - M. Plumlee - J. Grant - S. Bey,DET,4,46,104.1,109.4,-5.3,47.4,1.29,14.9,11.4,73.1,44.8,0.1,53.8,57.6,101.72,47.2
A. Davis - A. Drummond - K. Caldwell-Pope - A. Caruso - K. Kuzma,LAL,5,45,79.3,99,-19.6,57.1,0.73,14.4,7.1,82.1,43.2,0.2,49.3,50.5,100.64,31
B. Fernando - B. Goodwin - O. Okongwu - S. Mays - N. Knight,ATL,12,45,97,108.6,-11.6,55.2,1,11.8,44.7,86.8,63.5,0.2,42.6,52.2,103.01,50.3
D. Rose - T. Gibson - R. Barrett - O. Toppin - I. Quickley,NYK,6,45,123.6,83.3,40.3,51.2,3.67,17.9,27.9,76.5,54.3,0.1,56.4,59.7,96.54,71.2
J. Collins - K. Huerter - T. Young - C. Reddish - D. Hunter,ATL,10,45,109.8,128.7,-18.9,61.5,1.85,17.1,33.3,69.4,49.4,0.1,51.2,58.2,107.2,41.5
J. Teague - J. Tatum - S. Ojeleye - R. Williams III - P. Pritchard,BOS,10,45,143.3,124,19.3,50.9,2.08,19.1,47.2,72.2,59.7,0.1,73.6,74.3,102.55,54.5
K. Love - C. Osman - J. Allen - C. Sexton - I. Okoro,CLE,4,45,100,135.9,-35.9,66.7,1.38,15.9,38.6,72.7,53.5,0.2,44.8,48.8,98.95,33.2
L. James - M. Morris - D. Schroder - K. Caldwell-Pope - D. Jones,LAL,5,45,108.5,113.5,-5,60.6,0.95,16.4,24.2,79.1,55.3,0.2,58.5,65.2,102.09,47.8
L. Williams - P. George - M. Morris Sr. - I. Zubac - T. Mann,LAC,9,45,106.4,101.1,5.3,41.5,1.55,13.1,38.8,72.5,56,0.1,48.9,52,99.12,51.3
M. Bridges - D. Graham - C. Martin - P. Washington - L. Ball,CHA,12,45,99,111.8,-12.8,78.8,1.86,18.1,35.6,65.7,46.8,0.1,45.1,49.8,108.34,42.3
R. Gay - D. DeRozan - P. Mills - L. Walker IV - D. Eubanks,SAS,19,45,107.8,114.9,-7.1,60,1.71,17.4,27.7,65.3,46.9,0.1,53.6,57.9,109.51,49.1
R. Gay - P. Mills - D. Murray - J. Poeltl - L. Walker IV,SAS,13,45,114.9,83.2,31.7,53.5,1.44,18.1,26.2,69.1,50.5,0.2,59,60.6,100.21,66.1
S. Mykhailiuk - M. Brown - I. Roby - T. Maledon - A. Pokusevski,OKC,3,45,68.6,140.2,-71.6,45.8,0.5,8.4,24.6,92.1,50.5,0.2,34.8,39.6,110.5,16.3
T. Hardaway Jr. - D. Powell - M. Kleber - J. Brunson - L. Doncic,DAL,14,45,117.5,104,13.5,45.2,1.58,14.3,26.1,77.1,52.1,0.1,60.2,62.9,108.77,55
T. Young - G. Temple - T. Satoransky - Z. LaVine - P. Williams,CHI,10,45,132.3,104,28.4,63.3,2.38,22.1,30.3,72.3,55,0.1,70.3,72.8,106.78,63.6
A. Burks - N. Noel - E. Payton - J. Randle - R. Barrett,NYK,18,44,123.2,107.2,15.9,47.6,1.82,16.3,25,67.3,50,0.1,62.3,67.8,105.33,59.7
D. Powell - J. Richardson - D. Finney-Smith - M. Kleber - L. Doncic,DAL,7,44,108.5,118.3,-9.8,47.1,1.14,12.7,37.2,65.2,51.7,0.1,50.7,57,100.87,50.9
M. Plumlee - J. Grant - J. Jackson - K. Hayes - S. Bey,DET,3,44,107.5,105.3,2.3,60.5,2.88,18.7,14.3,82.9,45.6,0.1,51.8,54.5,103.65,50.5
P. Tucker - E. Gordon - J. Wall - D. Cousins - J. Tate,HOU,6,44,116.9,135.3,-18.4,58.3,4.2,17.6,32.6,78.1,51.3,0.1,50,54,92.55,41.7
R. Westbrook - B. Beal - T. Bryant - R. Hachimura - D. Avdija,WAS,4,44,108.2,118.4,-10.1,66.7,3.25,20.2,12.5,85.4,46.1,0.1,54.3,56.7,106.92,46.5
S. Curry - D. Green - K. Bazemore - K. Oubre Jr. - J. Wiseman,GSW,9,44,120,92.2,27.8,79.2,2.11,26,22.2,70.4,51.1,0.2,66.9,69,111.4,65.2
A. Horford - H. Diallo - K. Williams - D. Bazley - L. Dort,OKC,4,43,96.6,101.1,-4.6,75,2.67,19.7,22,81.1,47.1,0.1,44.4,48.3,96.83,50.2
C. Anthony - D. Lillard - R. Covington - D. Jones Jr. - G. Trent Jr.,POR,19,43,105.3,123.8,-18.5,40.6,1.3,11,25,69.4,45,0.1,53.4,59.2,109.66,40.1
D. Rose - A. Burks - N. Noel - O. Toppin - I. Quickley,NYK,12,43,108.5,101.2,7.4,58.3,1.91,19.3,17.6,68.2,46.2,0.1,58,59.9,94.18,52.1
D. Russell - M. Beasley - J. Okogie - N. Reid - A. Edwards,MIN,6,43,113.5,118.7,-5.2,59,3.29,19.3,15.6,81.1,45.1,0.1,54.8,57.1,99.77,42.9
D. Saric - D. Booker - C. Payne - T. Craig - C. Johnson,PHX,17,43,92,118.4,-26.4,60.7,1.89,14.7,25,57.1,38.6,0.1,42.2,47.8,97.89,38.5
H. Whiteside - H. Barnes - M. Harkless - B. Hield - D. Fox,SAC,4,43,121.1,108.6,12.5,51.2,1.75,17.4,25,79.1,53,0.1,60,62.6,102.15,53.5
J. Johnson - E. Bledsoe - W. Hernangomez - N. Alexander-Walker - N. Marshall,NOP,4,43,115.1,122.8,-7.8,60,2,19.4,18.4,78,49.4,0.1,57.2,60.6,102.21,48.7
K. Anderson - D. Brooks - G. Allen - J. Morant - X. Tillman,MEM,11,43,98.9,104.1,-5.2,50,2,13.7,18.9,70.8,43.6,0.1,45.2,48.8,104.22,43.4
K. Bazemore - A. Wiggins - K. Looney - J. Toscano-Anderson - J. Poole,GSW,8,43,94.3,84.9,9.4,67.7,2.1,18.1,16,71.4,43.4,0.1,45.6,48.9,96.97,55.3
K. Durant - D. Jordan - K. Irving - S. Dinwiddie - J. Harris,BKN,3,43,121.5,86.2,35.3,69.8,2.31,22.2,27.3,78,56.3,0.1,61.6,62.2,103.61,66.8
K. Durant - J. Green - D. Jordan - J. Harden - J. Harris,BKN,3,43,116,108,8,60,1.42,20.5,16.1,82.4,57.3,0.2,67.8,70.2,112.37,55.5
V. Oladipo - T. Warren - M. Turner - D. Sabonis - M. Brogdon,IND,3,43,119.4,92.7,26.6,70.5,2.58,23.1,23.8,78,53.3,0.1,57.6,60.3,104.44,63.9
A. Aminu - N. Vucevic - E. Fournier - M. Carter-Williams - A. Gordon,ORL,3,42,103.6,111.9,-8.3,64.7,2.44,19.5,18.6,69.8,44.2,0.1,52,53.2,95.72,48.3
D. McDermott - D. Sabonis - C. LeVert - A. Holiday - O. Brissett,IND,2,42,106.7,116.7,-9.9,66.7,1.6,19.8,21.1,77.1,47.9,0.2,54.8,59.3,101.28,46.6
D. Saric - C. Payne - T. Craig - J. Carter - C. Johnson,PHX,10,42,115.7,101.1,14.6,77.5,2.21,23.8,25,70.7,48.1,0.2,61.4,62.7,101.83,55.4
G. Antetokounmpo - B. Portis - P. Connaughton - B. Forbes - D. DiVincenzo,MIL,16,42,116.8,90.6,26.2,75.6,3.1,23,20.5,73.2,45.9,0.1,58.4,60.7,109.49,62.5
T. Ariza - J. Butler - B. Adebayo - D. Robinson - T. Herro,MIA,13,42,130.7,86.7,43.9,88.1,4.11,28,23.7,67.4,46.9,0.1,66,67.3,96.95,77
T. Hardaway Jr. - D. Powell - J. Richardson - D. Finney-Smith - J. Brunson,DAL,10,42,107.1,103.4,3.7,60.6,1.82,17.9,20.5,82.8,47.1,0.1,54.3,57.8,98.57,47.8
E. Kanter - D. Lillard - R. Covington - G. Trent Jr. - N. Little,POR,6,41,133,141,-8,50,2.63,16,42.3,83.3,57.3,0.1,54.8,58,98.93,44.9
J. Holiday - K. Middleton - G. Antetokounmpo - P. Connaughton - D. DiVincenzo,MIL,17,41,130.3,82,48.3,62.2,5.6,20.4,23.3,73.6,51,0.1,59.2,64.4,115.5,76.1
J. Holiday - T. McConnell - D. Sabonis - C. LeVert - M. Brogdon,IND,10,41,112.8,98.9,13.9,62.2,2.3,18.3,37,65.9,50.6,0.1,49.4,53.7,103.49,54.2
J. Redick - J. Hart - Z. Williamson - J. Hayes - N. Alexander-Walker,NOP,6,41,104.4,125.6,-21.2,58.1,1.29,15.3,23.7,73.7,48.7,0.2,50,57.7,104.8,40.2
K. Durant - D. Jordan - K. Irving - J. Harris - T. Luwawu-Cabarrot,BKN,5,41,104.2,111.7,-7.5,66.7,2,18.9,15.2,74.5,45.2,0.1,55,58,109.97,48
K. Walker - J. Brown - J. Tatum - S. Ojeleye - D. Theis,BOS,8,41,115.9,82.2,33.7,67.6,1.92,19.1,42.9,81.4,62.4,0.1,54.6,58,104.62,70.1
S. Curry - D. Green - A. Wiggins - K. Looney - M. Mulder,GSW,7,41,132.2,123.3,8.9,61,2.08,19.8,35.9,82.1,59,0.1,62.8,66.6,101.81,54.9
W. Matthews - A. Davis - D. Schroder - M. Harrell - K. Kuzma,LAL,11,41,98.9,116.7,-17.8,48.6,1,13.9,29.5,75.6,51.8,0.2,50.6,53.2,105.31,38.8
A. Aminu - N. Vucevic - E. Fournier - M. Carter-Williams - J. Ennis III,ORL,3,40,103.5,107.1,-3.5,63.6,2.1,18.8,14,78.9,44.4,0.1,49.3,53.6,101.2,45.8
C. Anthony - E. Kanter - D. Lillard - R. Hood - G. Trent Jr.,POR,13,40,111.2,106.5,4.8,48.5,2.29,14,21.7,64,43.8,0.1,49.4,56.1,108.99,50.4
D. Augustin - K. Middleton - B. Portis - P. Connaughton - T. Craig,MIL,9,40,98.9,127.6,-28.7,53.3,1.23,14,22.7,68.6,43,0.1,50,54,104.17,32.8
D. Green - M. Scott - S. Curry - J. Embiid - B. Simmons,PHI,8,40,100,90.8,9.2,57.6,1.27,17.1,18.2,74,51.8,0.2,56.1,60,104.15,62
J. Holiday - K. Middleton - G. Antetokounmpo - B. Portis - P. Connaughton,MIL,17,40,102.2,86,16.1,54.1,1.43,15.5,35.4,83.3,60.8,0.2,53.1,54,110.48,61
J. Holiday - M. Turner - D. Sabonis - M. Brogdon - E. Sumner,IND,5,40,90.5,103.5,-13,54.8,1.21,15,26.1,76.1,51.1,0.2,46.1,48.3,102.11,42.4
M. Conley - D. Favors - J. Clarkson - J. Ingles - G. Niang,UTA,18,40,125.3,97.6,27.6,62.5,1.79,19.8,31.6,71.1,51.3,0.2,63.6,67.5,106.09,63
M. Smart - J. Brown - J. Tatum - S. Ojeleye - D. Theis,BOS,7,40,105.9,100,5.9,57.1,2,17.9,17.9,78,48.8,0.1,56.3,57.9,100.66,56.3
R. Westbrook - R. Lopez - I. Smith - D. Bertans - C. Hutchison,WAS,9,40,108.4,112,-3.5,53.8,2.33,16.5,24.4,66,45.7,0.1,52.4,56.6,111.01,52.4
T. Hardaway Jr. - D. Powell - K. Porzingis - D. Finney-Smith - L. Doncic,DAL,3,40,127.7,125.3,2.4,61.1,2.2,19.6,20.6,65.9,45.3,0.1,60.9,67,100.23,50.3
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
